doc_id;doi;title;assay_id;compound_key;molregno;canonical_smiles;standard_type;standard_value;standard_relation;standard_units;pchembl_value
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;(R)-15;301194;C[C@H]1CNCCc2ccc(Cl)cc21;EC50;1000.0;=;nM;6.0
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;(S)-15;301216;C[C@@H]1CNCCc2ccc(Cl)cc21;EC50;1400.0;=;nM;5.85
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;8;301045;COc1cc2c(cc1Br)C(C)CNCC2;EC50;100.0;=;nM;7.0
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;9b;301091;COc1cc2c(cc1Cl)C(C)CNCC2;EC50;140.0;=;nM;6.85
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;9c;301092;COc1cc2c(cc1I)C(C)CNCC2;EC50;64.0;=;nM;7.19
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;9d;301093;COc1cc2c(cc1C(F)(F)F)C(C)CNCC2;EC50;130.0;=;nM;6.89
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;10a;301120;CC1CNCCc2cc(O)c(Br)cc21;EC50;190.0;=;nM;6.72
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;10b;301121;CCOc1cc2c(cc1Br)C(C)CNCC2;EC50;180.0;=;nM;6.75
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;10c;301122;CC(C)Oc1cc2c(cc1Br)C(C)CNCC2;EC50;230.0;=;nM;6.64
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;11a;300990;COc1cc2c(cc1Br)CCNCC2;EC50;400.0;=;nM;6.4
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;11b;301012;CCC1CNCCc2cc(OC)c(Br)cc21;EC50;40.0;=;nM;7.4
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;11c;301029;COc1cc2c(cc1Br)C(C(C)C)CNCC2;EC50;1000.0;=;nM;6.0
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;(R)-11d;301183;COc1cc2c(cc1Br)[C@@H](C)CNCC2;EC50;220.0;=;nM;6.66
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;(S)-11e;301184;COc1cc2c(cc1Br)[C@H](C)CNCC2;EC50;30.0;=;nM;7.52
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;15;301200;CC1CNCCc2ccc(Cl)cc21;EC50;1100.0;=;nM;5.96
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;16b;301202;CC1CNCCc2cc(Cl)ccc21;EC50;530.0;=;nM;6.28
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;17b;301223;CC1CNCCc2ccc(Br)cc21;EC50;1500.0;=;nM;5.82
20859;10.1016/j.bmcl.2004.12.080;Discovery and SAR of new benzazepines as potent and selective 5-HT(2C) receptor agonists for the treatment of obesity.;310685;17c;301235;CC1CNCCc2ccc(C(F)(F)F)cc21;EC50;380.0;=;nM;6.42
21236;10.1021/jm049039v;Discovery of the first potent, selective 5-hydroxytryptamine1D receptor antagonist.;304025;14, SB-714786;321985;Cc1ccc2c(OCCN3CCN(Cc4cccc5cccnc45)CC3)cccc2n1;Ki;1258.93;=;nM;5.9
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;3;331109;CN(C)CCc1cn(C)c2cccc(O)c12;Ki;38.0;=;nM;7.42
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;4;331114;CN(C)CCc1cn(C)c2cccc(OP(=O)(O)O)c12;Ki;5500.0;=;nM;5.26
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;5;331115;CCCCn1cc(CCN(C)C)c2c(O)cccc21;Ki;5.8;=;nM;8.24
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;6;331116;CCCCn1cc(CCN(C)C)c2c(OP(=O)(O)O)cccc21;Ki;170.0;=;nM;6.77
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;7;331122;CN(C)CCc1c[nH]c2cc(O)ccc12;Ki;6300.0;=;nM;5.2
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;9;331124;CN(C)CCc1c[nH]c2cccc(F)c12;Ki;8.39;=;nM;8.08
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;10;331128;CN1CCN(CCc2c[nH]c3cccc(O)c23)CC1;Ki;116.0;=;nM;6.94
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;11;331129;Oc1cccc2[nH]cc(CCN3CCCc4ccccc43)c12;Ki;5566.0;=;nM;5.25
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;12;331133;Oc1cccc2[nH]cc(CCN3CCCC3)c12;Ki;423.0;=;nM;6.37
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;13;331134;CN(C)Cc1c[nH]c2cccc(O)c12;Ki;1242.0;=;nM;5.91
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;14;331139;CN(C)Cc1cn(C)c2cccc(O)c12;Ki;1242.0;=;nM;5.91
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;15;331140;CN(C)CCCc1c[nH]c2cccc(O)c12;Ki;98.0;=;nM;7.01
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;320931;16;331141;CC(Cc1c[nH]c2cccc(O)c12)N(C)C;Ki;745.0;=;nM;6.13
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;322150;9;331124;CN(C)CCc1c[nH]c2cccc(F)c12;EC50;1180.0;=;nM;5.93
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;322150;2;102382;CN(C)CCc1c[nH]c2cccc(O)c12;EC50;58.0;=;nM;7.24
30060;10.1016/j.bmcl.2005.06.104;SAR of psilocybin analogs: discovery of a selective 5-HT 2C agonist.;322150;1;331146;CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12;EC50;74.0;=;nM;7.13
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;1 table 1;14131;Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2;Ki;100.0;=;nM;7.0
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;2 table 1;14132;Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2;Ki;100.0;=;nM;7.0
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;3 table 1;83784;Cc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1ccc(OCc3ccccn3)nc1)CC2;Ki;31.62;=;nM;7.5
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;4 table 1;330654;COc1cc2c(cc1OCCN1CCCCC1)N(C(=O)/C=C/c1ccccc1Cl)CC2;Ki;125.89;=;nM;6.9
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;5 table 1;330655;COc1ccc(N2CCN(c3ccc(C)c(C(F)(F)F)c3)C2=O)cc1OCCN1CCCCC1;Ki;79.43;=;nM;7.1
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;7 table 1;330667;COc1ccc(N2CCN(c3cccc(Cl)c3Cl)C2=O)cc1OCCN1CCCCC1;Ki;1258.93;=;nM;5.9
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;8 table 1;330668;COc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCCCC1;Ki;316.23;=;nM;6.5
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;9 table 1;330678;COc1ccc(N2CCN(c3ccccc3)C2=O)cc1OCCN1CCCCC1;Ki;1258.93;=;nM;5.9
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;10 table 1;330679;COc1ccc(N2CCN(c3cccc(F)c3)C2=O)cc1OCCN1CCCCC1;Ki;501.19;=;nM;6.3
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;11 table 1;330685;COc1ccc(N2CCN(c3cccc(F)c3)C2=O)cc1OCCN1CCOCC1;Ki;794.33;=;nM;6.1
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;12 table 1;330686;COc1ccc(N2CCN(c3cccc(F)c3)C2=O)cc1OCCN(C)C;Ki;1584.89;=;nM;5.8
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;13 table 1;330691;COc1ccc(N2CCN(c3cccc(F)c3)C2=O)cc1OCCO;Ki;1258.93;=;nM;5.9
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;14 table 1;330692;COc1ccc(N2CCN(c3ccc(Cl)c(Cl)c3)C2=O)cc1OCCN1CCOCC1;Ki;316.23;=;nM;6.5
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;16 table 1;330699;COc1ccc(N2CCN(c3ccc(C)c(C(F)(F)F)c3)C2=O)cc1OCCN1CCOCC1;Ki;125.89;=;nM;6.9
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;17 table 1;330706;O=C1N(c2ccc(OCCN3CCCCC3)nc2)CCN1c1ccc(Cl)c(Cl)c1;Ki;158.49;=;nM;6.8
30133;10.1016/j.bmcl.2005.08.004;A series of bisaryl imidazolidin-2-ones has shown to be selective and orally active 5-HT2C receptor antagonists.;321080;19 table 1;330713;COc1ccc(-n2ccn(-c3cccc(F)c3)c2=O)cc1OCCN1CCCCC1;Ki;1995.26;=;nM;5.7
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;5HT;2214;NCCc1c[nH]c2ccc(O)cc12;Ki;13.0;=;nM;7.89
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;1, R-DOI;221517;COc1cc(C[C@@H](C)N)c(OC)cc1I;Ki;18.0;=;nM;7.75
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;2;20819;CC(N)Cc1c[nH]c2ccc(O)cc12;Ki;13.0;=;nM;7.89
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;6;335729;NCCn1ncc2ccc(O)cc21;Ki;15.0;=;nM;7.82
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;9;335730;C[C@H](N)Cn1ncc2ccc(O)cc21;Ki;8.1;=;nM;8.09
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;10;335829;C[C@@H](N)Cn1ncc2ccc(O)cc21;Ki;35.0;=;nM;7.46
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;12;335712;COc1ccc2cnn(C[C@H](C)N)c2c1;Ki;7.5;=;nM;8.12
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;14;335713;Cc1c(O)ccc2cnn(C[C@H](C)N)c12;Ki;8.7;=;nM;8.06
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;15;335714;C[C@H](N)Cn1ncc2ccc(O)c(F)c21;Ki;1.7;=;nM;8.77
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;16;335908;C[C@H](N)Cn1ncc2ccc(O)c(Cl)c21;Ki;3.8;=;nM;8.42
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;17;335909;C[C@H](N)Cn1ncc2ccc(O)c(I)c21;Ki;6.0;=;nM;8.22
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;18;2232;COc1ccc2[nH]cc(CCN(C)C)c2c1;Ki;52.0;=;nM;7.28
30538;10.1021/jm050663x;1-((S)-2-aminopropyl)-1H-indazol-6-ol: a potent peripherally acting 5-HT2 receptor agonist with ocular hypotensive activity.;329320;19;43567;COc1ccc2[nH]cc(CC(C)N)c2c1;Ki;7.8;=;nM;8.11
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;37;338169;C=CCN[C@@H](C)Cn1ccc2ccc3ncccc3c21;EC50;91.0;=;nM;7.04
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;38;338149;COc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21;EC50;462.0;=;nM;6.33
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;39;338444;Cc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21;EC50;128.0;=;nM;6.89
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;36;338162;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCC1CCCCC1;EC50;128.0;=;nM;6.89
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;35;338504;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccccc1;EC50;97.0;=;nM;7.01
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;34;338482;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccccc1Cl;EC50;44.0;=;nM;7.36
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;33;338364;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccc2c(c1)OCO2;EC50;20.0;=;nM;7.7
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;32;338355;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccc2ccccc2c1;EC50;27.0;=;nM;7.57
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;31;338363;C[C@H](N)Cn1ccc2ccc3cnccc3c21;EC50;152.0;=;nM;6.82
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;30;338354;C[C@H](N)Cn1ccc2ccc3ccncc3c21;EC50;62.0;=;nM;7.21
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;29;338106;C[C@H](N)Cn1ccc2ccc3cccnc3c21;EC50;45.0;=;nM;7.35
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;28;338175;C[C@H](N)Cn1ccc2cc(Cl)c3ncccc3c21;EC50;2.1;=;nM;8.68
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;27, VER-2692;338610;C[C@H](N)Cn1ccc2ccc3ncccc3c21;EC50;1.1;=;nM;8.96
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;4, Ro-600175;123335;C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21;EC50;4.3;=;nM;8.37
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331165;2;2214;NCCc1c[nH]c2ccc(O)cc12;EC50;1.5;=;nM;8.82
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;1, mCPP;5884;Clc1cccc(N2CCNCC2)c1;Ki;32.0;=;nM;7.5
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;39;338444;Cc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21;Ki;739.0;=;nM;6.13
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;38;338149;COc1ccccc1CN[C@@H](C)Cn1ccc2ccc3ncccc3c21;Ki;883.0;=;nM;6.05
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;37;338169;C=CCN[C@@H](C)Cn1ccc2ccc3ncccc3c21;Ki;455.0;=;nM;6.34
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;36;338162;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCC1CCCCC1;Ki;624.0;=;nM;6.21
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;35;338504;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccccc1;Ki;515.0;=;nM;6.29
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;34;338482;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccccc1Cl;Ki;380.0;=;nM;6.42
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;33;338364;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccc2c(c1)OCO2;Ki;138.0;=;nM;6.86
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;32;338355;C[C@@H](Cn1ccc2ccc3ncccc3c21)NCc1ccc2ccccc2c1;Ki;136.0;=;nM;6.87
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;31;338363;C[C@H](N)Cn1ccc2ccc3cnccc3c21;Ki;778.0;=;nM;6.11
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;30;338354;C[C@H](N)Cn1ccc2ccc3ccncc3c21;Ki;210.0;=;nM;6.68
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;29;338106;C[C@H](N)Cn1ccc2ccc3cccnc3c21;Ki;115.0;=;nM;6.94
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;28;338175;C[C@H](N)Cn1ccc2cc(Cl)c3ncccc3c21;Ki;18.0;=;nM;7.75
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;27, VER-2692;338610;C[C@H](N)Cn1ccc2ccc3ncccc3c21;Ki;12.0;=;nM;7.92
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;4, Ro-600175;123335;C[C@H](N)Cn1ccc2cc(F)c(Cl)cc21;Ki;5.1;=;nM;8.29
30606;10.1016/j.bmcl.2005.10.029;Pyrrolo(iso)quinoline derivatives as 5-HT(2C) receptor agonists.;331168;2;2214;NCCc1c[nH]c2ccc(O)cc12;Ki;12.0;=;nM;7.92
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;25;342685;Clc1ccc2c(n1)N1CCNCC1C2;Ki;221.0;=;nM;6.66
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;1 (10aR);315681;Cc1c(Cl)ccc2c1N1[C@@H](CNC[C@H]1C)C2;Ki;3.2;=;nM;8.49
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;1 (10aS);315980;Cc1c(Cl)ccc2c1N1[C@H](CNC[C@H]1C)C2;Ki;40.0;=;nM;7.4
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;8b;342564;C[C@@H]1CNC[C@@H]2Cc3ccc(Br)nc3N21;Ki;166.0;=;nM;6.78
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;7b;342563;C[C@@H]1CNC[C@H]2Cc3ccc(Br)nc3N21;Ki;81.0;=;nM;7.09
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;8a;341933;C[C@@H]1CNC[C@@H]2Cc3ccc(Cl)nc3N21;Ki;217.0;=;nM;6.66
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;7a;341932;C[C@@H]1CNC[C@H]2Cc3ccc(Cl)nc3N21;Ki;48.0;=;nM;7.32
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;21;342586;CCO[C@H](C)c1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2;Ki;1306.0;=;nM;5.88
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;20;342580;CCO[C@@H](C)c1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2;Ki;295.0;=;nM;6.53
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;19;342515;C[C@H](O)c1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2;Ki;835.0;=;nM;6.08
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;18;342514;C[C@@H]1CNC[C@H]2Cc3ccc(COCC4CC4)nc3N21;Ki;174.0;=;nM;6.76
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;17;342077;COCc1ccc2c(n1)N1[C@@H](CNC[C@H]1C)C2;Ki;379.0;=;nM;6.42
30866;10.1016/j.bmcl.2005.11.083;Synthesis and biological evaluation of novel hexahydro-pyrido[3',2':4,5]pyrrolo[1,2-a]pyrazines as potent and selective 5-HT(2C) receptor agonists.;340093;16;342071;C[C@@H]1CNC[C@H]2Cc3ccc(CO)nc3N21;Ki;1139.0;=;nM;5.94
